0.0309043,-0.551687,-0.0604304,0.0150862,-0.218967,0.00226462,0.12304,0.464516,0.11203,-0.213417,0.0599847,0.570292,0.00395837,1.25282,0.0694755,-0.238255,1.22846,0.262025,0.0155631,-0.0156618,0.0991575,-0.0156384,-0.0373763,0.0488079,-0.0145907,0.0323421,0.0369033,0.0635357,0.0435014,0.037111
0.0325585,-0.552677,-0.0645833,0.0149401,-0.218809,0.00221276,0.125316,0.465255,0.112761,-0.212704,0.0545506,0.5696,0.00156243,1.25413,0.0730363,-0.237955,1.22927,0.261764,-0.0139934,0.0278706,0.0373479,-0.00796527,-0.0409898,0.0452511,0.00952525,0.0119168,-0.00468326,0.0647527,0.0432347,0.0431933
0.0325585,-0.552677,-0.0645833,0.0149401,-0.218809,0.00221276,0.125316,0.465255,0.112761,-0.212704,0.0545506,0.5696,0.00156243,1.25413,0.0730363,-0.237955,1.22927,0.261764,-0.0139934,0.0278706,0.0373479,-0.00796527,-0.0409898,0.0452511,0.00952525,0.0119168,-0.00468326,0.0647527,0.0432347,0.0431933
0.0340062,-0.553503,-0.0679902,0.0141819,-0.218685,0.00243986,0.124229,0.461862,0.116179,-0.213169,0.0525791,0.569802,-0.00296047,1.25553,0.0798639,-0.242934,1.22867,0.272409,0.012432,-0.0166571,0.079577,-0.00633785,-0.039445,0.0438266,0.00262861,0.0191814,0.0051018,0.063197,0.0446589,0.0452095
0.0340062,-0.553503,-0.0679902,0.0141819,-0.218685,0.00243986,0.124229,0.461862,0.116179,-0.213169,0.0525791,0.569802,-0.00296047,1.25553,0.0798639,-0.242934,1.22867,0.272409,0.012432,-0.0166571,0.079577,-0.00633785,-0.039445,0.0438266,0.00262861,0.0191814,0.0051018,0.063197,0.0446589,0.0452095
0.0339582,-0.55344,-0.0700126,0.014427,-0.218821,0.00266492,0.124116,0.456677,0.114838,-0.213318,0.0522776,0.570281,-0.00172041,1.25497,0.0848932,-0.241788,1.22721,0.272107,-0.0113835,0.0139085,0.0335655,-0.00597166,-0.040252,0.0441097,0.00985669,0.016605,-0.00399733,0.0640393,0.0428607,0.0496467
0.0339582,-0.55344,-0.0700126,0.014427,-0.218821,0.00266492,0.124116,0.456677,0.114838,-0.213318,0.0522776,0.570281,-0.00172041,1.25497,0.0848932,-0.241788,1.22721,0.272107,-0.0113835,0.0139085,0.0335655,-0.00597166,-0.040252,0.0441097,0.00985669,0.016605,-0.00399733,0.0640393,0.0428607,0.0496467
0.0339074,-0.553438,-0.071618,0.0150986,-0.219853,0.00291181,0.124644,0.461817,0.121998,-0.213289,0.053853,0.572699,-4.02257e-005,1.25427,0.0901523,-0.24329,1.22541,0.27645,-0.0157851,0.0318054,0.0380254,-0.00763565,-0.0394813,0.0463848,0.00846934,0.0163437,-0.00520897,0.0638438,0.0464387,0.0496762
0.0339074,-0.553438,-0.071618,0.0150986,-0.219853,0.00291181,0.124644,0.461817,0.121998,-0.213289,0.053853,0.572699,-4.02257e-005,1.25427,0.0901523,-0.24329,1.22541,0.27645,-0.0157851,0.0318054,0.0380254,-0.00763565,-0.0394813,0.0463848,0.00846934,0.0163437,-0.00520897,0.0638438,0.0464387,0.0496762
0.0342944,-0.553292,-0.0729656,0.0152167,-0.220287,0.00389671,0.120709,0.46462,0.126198,-0.212398,0.0576697,0.5775,0.000483461,1.2541,0.0984827,-0.244828,1.22244,0.285166,-0.016326,0.0368587,0.036974,-0.00843193,-0.0365512,0.0475967,0.011971,0.015107,-0.00590801,0.0626744,0.0503531,0.0511308
0.0342944,-0.553292,-0.0729656,0.0152167,-0.220287,0.00389671,0.120709,0.46462,0.126198,-0.212398,0.0576697,0.5775,0.000483461,1.2541,0.0984827,-0.244828,1.22244,0.285166,-0.016326,0.0368587,0.036974,-0.00843193,-0.0365512,0.0475967,0.011971,0.015107,-0.00590801,0.0626744,0.0503531,0.0511308
0.0344719,-0.552221,-0.0741016,0.0158712,-0.220662,0.0053823,0.116587,0.452035,0.124547,-0.212135,0.0657719,0.582301,0.00363667,1.25316,0.110026,-0.246251,1.21814,0.294545,-0.0192221,0.0381384,0.0421857,-0.0219729,-0.0320759,0.0561965,0.0146824,0.0217063,-0.00500786,0.0619212,0.0511174,0.0474337
0.0344719,-0.552221,-0.0741016,0.0158712,-0.220662,0.0053823,0.116587,0.452035,0.124547,-0.212135,0.0657719,0.582301,0.00363667,1.25316,0.110026,-0.246251,1.21814,0.294545,-0.0192221,0.0381384,0.0421857,-0.0219729,-0.0320759,0.0561965,0.0146824,0.0217063,-0.00500786,0.0619212,0.0511174,0.0474337
0.0346562,-0.55074,-0.0747532,0.0166976,-0.221429,0.00674856,0.126729,0.438037,0.121729,-0.211336,0.070487,0.589376,0.00397511,1.25005,0.117036,-0.248485,1.21329,0.311683,0.0236896,-0.0218009,0.0865667,-0.0122072,-0.030432,0.0599452,-0.00936085,0.031557,0.016825,0.0590982,0.0616579,0.0442813
0.0346562,-0.55074,-0.0747532,0.0166976,-0.221429,0.00674856,0.126729,0.438037,0.121729,-0.211336,0.070487,0.589376,0.00397511,1.25005,0.117036,-0.248485,1.21329,0.311683,0.0236896,-0.0218009,0.0865667,-0.0122072,-0.030432,0.0599452,-0.00936085,0.031557,0.016825,0.0590982,0.0616579,0.0442813
0.0352593,-0.547472,-0.0749586,0.0173906,-0.222843,0.00773263,0.120021,0.456557,0.126314,-0.209841,0.0824918,0.592921,0.00142968,1.24624,0.127258,-0.251004,1.20664,0.323589,0.0217393,-0.026384,0.0744449,-0.01386,-0.027491,0.0694016,-0.00436911,0.0200997,0.0158741,0.0547761,0.0619775,0.0454867
0.0352593,-0.547472,-0.0749586,0.0173906,-0.222843,0.00773263,0.120021,0.456557,0.126314,-0.209841,0.0824918,0.592921,0.00142968,1.24624,0.127258,-0.251004,1.20664,0.323589,0.0217393,-0.026384,0.0744449,-0.01386,-0.027491,0.0694016,-0.00436911,0.0200997,0.0158741,0.0547761,0.0619775,0.0454867
0.0353735,-0.545477,-0.0745592,0.0193595,-0.223464,0.00918293,0.121704,0.444982,0.124701,-0.207733,0.0967175,0.593511,0.000401463,1.24397,0.141141,-0.25295,1.20101,0.337389,0.0241753,-0.0193707,0.0602113,-0.0138484,-0.0178491,0.0801224,-0.00188223,0.0260829,0.0130793,-0.0322717,0.0147788,0.0128385
