-9.12718e-09, 6.40722e-09, -0.389423
-9.113e-09, 6.43428e-09, -0.392139
-9.09476e-09, 6.46893e-09, -0.395618
-9.05849e-09, 6.53724e-09, -0.402483
-9.00749e-09, 6.63207e-09, -0.412025
-8.94567e-09, 6.74513e-09, -0.423424
-8.8719e-09, 6.87744e-09, -0.436792
-8.78899e-09, 7.02296e-09, -0.451531
-8.69705e-09, 7.18058e-09, -0.467538
-8.59735e-09, 7.34732e-09, -0.484521
-8.49229e-09, 7.51857e-09, -0.502018
-8.38142e-09, 7.69463e-09, -0.520064
-8.26878e-09, 7.86889e-09, -0.537984
-8.15357e-09, 8.04259e-09, -0.555907
-8.04004e-09, 8.20954e-09, -0.57319
-7.92862e-09, 8.36952e-09, -0.589805
-7.82219e-09, 8.51895e-09, -0.605372
-7.72381e-09, 8.65427e-09, -0.619509
-7.63416e-09, 8.77533e-09, -0.632191
-7.55914e-09, 8.87505e-09, -0.64266
-7.49885e-09, 8.95418e-09, -0.650983
-7.45043e-09, 9.01708e-09, -0.657609
-7.41549e-09, 9.06213e-09, -0.662361
-7.38858e-09, 9.09662e-09, -0.666001
-7.36535e-09, 9.12627e-09, -0.669133
-7.34726e-09, 9.14926e-09, -0.671563
-7.33312e-09, 9.16719e-09, -0.673459
-7.32318e-09, 9.17977e-09, -0.674789
-7.31599e-09, 9.18884e-09, -0.675749
-7.31175e-09, 9.1942e-09, -0.676315
-7.30931e-09, 9.19727e-09, -0.676641
-7.30789e-09, 9.19906e-09, -0.67683
-7.30783e-09, 9.19913e-09, -0.676838
-7.3082e-09, 9.19867e-09, -0.676789
-7.30962e-09, 9.19687e-09, -0.676599
-7.31767e-09, 9.18672e-09, -0.675525
-7.33116e-09, 9.16967e-09, -0.67372
-7.35566e-09, 9.13859e-09, -0.670435
-7.34577e-09, 9.15115e-09, -0.671763
-7.41267e-09, 9.06574e-09, -0.662742
-7.7284e-09, 8.64801e-09, -0.618855
-8.1796e-09, 8.00373e-09, -0.551893
-8.56878e-09, 7.39434e-09, -0.489319
-8.92836e-09, 6.77641e-09, -0.426582
-9.14653e-09, 6.37008e-09, -0.385699
-9.1687e-09, 6.32726e-09, -0.381407
-9.12856e-09, 6.40457e-09, -0.389157
-9.12718e-09, 6.40722e-09, -0.389423
-9.12718e-09, 6.40722e-09, -0.389423
-9.12718e-09, 6.40722e-09, -0.389423
-9.12718e-09, 6.40722e-09, -0.389423
-9.12718e-09, 6.40722e-09, -0.389423
-9.12718e-09, 6.40722e-09, -0.389423
-9.12718e-09, 6.40722e-09, -0.389423
-9.12718e-09, 6.40722e-09, -0.389423
-9.12718e-09, 6.40722e-09, -0.389423
-9.12718e-09, 6.40722e-09, -0.389423
-9.12718e-09, 6.40722e-09, -0.389423
-9.12718e-09, 6.40722e-09, -0.389423
-9.12718e-09, 6.40722e-09, -0.389423
-9.12718e-09, 6.40722e-09, -0.389423
-9.12718e-09, 6.40722e-09, -0.389423
-9.12718e-09, 6.40722e-09, -0.389423
-9.12718e-09, 6.40722e-09, -0.389423
-9.12718e-09, 6.40722e-09, -0.389423
-9.12762e-09, 6.40637e-09, -0.389338
-9.12993e-09, 6.40194e-09, -0.388894
-9.12652e-09, 6.40847e-09, -0.389549
-9.11449e-09, 6.43144e-09, -0.391854
-9.09459e-09, 6.46925e-09, -0.39565
-9.06363e-09, 6.5276e-09, -0.401514
-9.02377e-09, 6.60194e-09, -0.408993
-8.98427e-09, 6.67476e-09, -0.416327
-8.94337e-09, 6.74929e-09, -0.423844
-8.91017e-09, 6.80914e-09, -0.429888
-8.88846e-09, 6.84799e-09, -0.433813
-8.87508e-09, 6.87179e-09, -0.43622
-8.87063e-09, 6.87969e-09, -0.437019
-8.87299e-09, 6.8755e-09, -0.436596
-8.87091e-09, 6.8792e-09, -0.43697
-8.86393e-09, 6.89157e-09, -0.438221
-8.88143e-09, 6.8605e-09, -0.435079
-8.93541e-09, 6.76368e-09, -0.425297
-8.99821e-09, 6.64916e-09, -0.413748
-9.05888e-09, 6.53652e-09, -0.402411
-9.11382e-09, 6.43273e-09, -0.391983
-9.13596e-09, 6.3904e-09, -0.387736
-9.13104e-09, 6.39983e-09, -0.388682
-9.12718e-09, 6.40722e-09, -0.389423
-9.12718e-09, 6.40722e-09, -0.389423
