5.5491, 4.73248, 3.72515, 30.7925, 26.261, 20.6712, 22.3963, 17.6292, 13.8768
5.55801, 4.7451, 3.69569, 30.8915, 26.3733, 20.5407, 22.516, 17.5364, 13.6581
5.58039, 4.77581, 3.62167, 31.1408, 26.6509, 20.2103, 22.8083, 17.2964, 13.1165
5.60533, 4.8074, 3.54044, 31.4198, 26.9471, 19.8453, 23.1111, 17.0203, 12.5347
5.62479, 4.82557, 3.48442, 31.6382, 27.1428, 19.5991, 23.2862, 16.8143, 12.1412
5.63072, 4.81939, 3.4834, 31.705, 27.1366, 19.614, 23.2265, 16.7878, 12.1341
5.61445, 4.79271, 3.54592, 31.522, 26.9084, 19.9083, 22.9701, 16.9945, 12.5735
5.56619, 4.75343, 3.6726, 30.9825, 26.4585, 20.4424, 22.5951, 17.4574, 13.488
5.36677, 4.69404, 4.02857, 28.8022, 25.1918, 21.6204, 22.034, 18.9103, 16.2294
5.15848, 4.63981, 4.35061, 26.61, 23.9344, 22.4425, 21.5278, 20.186, 18.9278
5.10488, 4.7322, 4.31426, 26.0598, 24.1573, 22.0238, 22.3937, 20.4159, 18.6128
5.09293, 4.75808, 4.26826, 25.9379, 24.2326, 21.738, 22.6393, 20.3087, 18.218
5.1124, 4.78168, 4.1035, 26.1367, 24.4459, 20.9788, 22.8645, 19.6216, 16.8387
5.12457, 4.75509, 4.07471, 26.2612, 24.3678, 20.8811, 22.6109, 19.3756, 16.6032
5.13943, 4.71511, 4.10236, 26.4137, 24.2329, 21.0838, 22.2322, 19.3431, 16.8294
5.15043, 4.66038, 4.19338, 26.527, 24.003, 21.5977, 21.7192, 19.5428, 17.5845
5.13044, 4.53346, 4.47262, 26.3215, 23.2587, 22.9465, 20.5522, 20.2765, 20.0044
5.10232, 4.47694, 4.58137, 26.0337, 22.8428, 23.3756, 20.043, 20.5105, 20.9889
5.04471, 4.46314, 4.65799, 25.4491, 22.5152, 23.4982, 19.9196, 20.7893, 21.6969
4.83631, 4.49573, 4.84398, 23.3899, 21.7427, 23.427, 20.2115, 21.7772, 23.4642
4.55658, 4.56421, 5.04689, 20.7624, 20.7972, 22.9966, 20.832, 23.0351, 25.4711
4.44774, 4.55612, 5.15023, 19.7824, 20.2645, 22.9069, 20.7583, 23.4651, 26.5249
4.40796, 4.54122, 5.19738, 19.4301, 20.0175, 22.9098, 20.6227, 23.6025, 27.0128
4.39509, 4.53235, 5.21599, 19.3168, 19.9201, 22.9248, 20.5422, 23.6407, 27.2065
4.39914, 4.52153, 5.22196, 19.3524, 19.8909, 22.9721, 20.4443, 23.6113, 27.2689
4.40996, 4.50136, 5.23027, 19.4477, 19.8508, 23.0652, 20.2622, 23.5433, 27.3557
4.41768, 4.46434, 5.25541, 19.5159, 19.722, 23.2167, 19.9304, 23.462, 27.6193
4.40121, 4.39101, 5.33047, 19.3707, 19.3257, 23.4606, 19.2809, 23.4061, 28.414
4.22042, 4.12927, 5.67475, 17.812, 17.4273, 23.9498, 17.0509, 23.4326, 32.2028
4.17399, 4.05264, 5.76364, 17.4222, 16.9157, 24.0574, 16.4239, 23.3579, 33.2195
4.1299, 4.06144, 5.78914, 17.0561, 16.7734, 23.9086, 16.4953, 23.5123, 33.5142
4.16259, 4.09748, 5.74013, 17.3271, 17.0561, 23.8938, 16.7893, 23.5201, 32.9491
4.42468, 4.14066, 5.50842, 19.5778, 18.3211, 24.373, 17.1451, 22.8085, 30.3427
4.99266, 4.20806, 4.9428, 24.9266, 21.0094, 24.6777, 17.7077, 20.7996, 24.4312
5.60174, 4.27077, 4.17691, 31.3795, 23.9238, 23.398, 18.2395, 17.8386, 17.4465
6.04137, 4.3165, 3.45474, 36.4982, 26.0776, 20.8714, 18.6322, 14.9124, 11.9353
6.21888, 4.35229, 3.07388, 38.6744, 27.0663, 19.1161, 18.9424, 13.3784, 9.44872
6.27465, 4.38091, 2.91581, 39.3713, 27.4887, 18.2957, 19.1924, 12.7739, 8.50192
6.30481, 4.40207, 2.81722, 39.7506, 27.7542, 17.7621, 19.3783, 12.4016, 7.93675
6.31554, 4.41685, 2.76965, 39.886, 27.8948, 17.4918, 19.5086, 12.2331, 7.67096
6.3118, 4.42627, 2.76314, 39.8388, 27.9377, 17.4404, 19.5918, 12.2304, 7.63496
6.29749, 4.43124, 2.7877, 39.6584, 27.9057, 17.5555, 19.6359, 12.353, 7.77128
6.27611, 4.43268, 2.83327, 39.3895, 27.82, 17.7819, 19.6487, 12.559, 8.0274
6.25121, 4.43143, 2.8897, 39.0777, 27.7018, 18.0641, 19.6375, 12.8055, 8.35038
6.22667, 4.42826, 2.94699, 38.7714, 27.5733, 18.3499, 19.6095, 13.05, 8.68473
6.20673, 4.42408, 2.99493, 38.5235, 27.4591, 18.5887, 19.5725, 13.2498, 8.96958
6.19567, 4.42033, 3.02323, 38.3863, 27.3869, 18.7309, 19.5393, 13.3637, 9.13992
6.20187, 4.41413, 3.01958, 38.4632, 27.3759, 18.727, 19.4846, 13.3288, 9.11786
6.22052, 4.40073, 3.00071, 38.6949, 27.3748, 18.666, 19.3664, 13.2053, 9.00426
6.19881, 4.41083, 3.03067, 38.4253, 27.3419, 18.7865, 19.4554, 13.3677, 9.18493
6.05307, 4.50365, 3.18481, 36.6397, 27.2609, 19.2779, 20.2829, 14.3433, 10.143
5.76151, 4.68884, 3.44751, 33.195, 27.0148, 19.8629, 21.9852, 16.1648, 11.8853
5.38793, 4.90936, 3.73283, 29.0298, 26.4513, 20.1122, 24.1018, 18.3258, 13.934
